filename,line_number,orig_segments,trans_segments,orig_text,trans_text
adv_cidol-hrnm-3-000_01.txt,135,2,1,そうです。なので、もっとイメージの\n解像度を上げるために、,没错。所以为了更明确意象方向，
adv_cidol-hrnm-3-000_01.txt,141,2,1,ざっとでいいので、素直な気持ちを、\nノートに書いてみてください。,简单直率地写在笔记本上。
adv_cidol-hrnm-3-000_01.txt,153,2,1,それは、はい。\nプロデューサーですので。,是的。毕竟我是制作人。
adv_cidol-hrnm-3-000_01.txt,164,2,1,……う、うん、わかったよ。\nきみに見られるのは恥ずかしいけど、,……好、好吧。虽然被你看到会很害羞，
adv_cidol-hrnm-3-000_02.txt,84,2,1,必ずしも経験が必要なわけでは\nないと思いますが――,倒不一定非要有实际经验——
adv_cidol-hrnm-3-001_03.txt,161,2,1,か、からかわないで頂けると\n助かるのですが……,请、请不要捉弄我了...
adv_cidol-hrnm-3-002_01.txt,159,2,1,うん。日頃レッスンを\n頑張ってるご褒美。,嗯。作为每天努力训练的奖励。
adv_cidol-hrnm-3-002_03.txt,19,2,1,んん～っ、歌うのって、\nやっぱり楽しいっ♪,嗯～果然唱歌最开心了♪
adv_cidol-hrnm-3-002_03.txt,23,2,1,姫崎さんは、本当に\n楽しそうに歌いますね。,姬崎小姐唱歌时的样子看起来真的很享受呢
adv_cidol-hrnm-3-002_03.txt,28,2,1,もともと、私がアイドルになろうって\n思ったきっかけは――,其实我想成为偶像的契机啊——
adv_cidol-hrnm-3-002_03.txt,32,2,1,小さい頃に観た、\nお歌のお姉さんだからね。,是因为小时候很喜欢电视里唱歌的大姐姐
adv_cidol-hrnm-3-002_03.txt,36,2,1,もちろん、ステージで歌うのが\n一番楽しいけど。,虽然现在觉得在舞台上唱歌最开心啦
adv_cidol-hrnm-3-002_03.txt,45,2,1,カラオケで自由気ままに歌うのも、\nすっごく楽しいよ。,不过在卡拉OK随心所欲地唱歌也超级快乐的
adv_cidol-hrnm-3-002_03.txt,53,2,1,レッスンで歌うのは、\nまた違うんだよね。,练习时的感觉又不一样呢
adv_cidol-hrnm-3-002_03.txt,60,2,1,上手く歌おうとか、成長しようとか、\nしっかり声を出そうとか――,要想着唱得更好、要进步、要把气息稳住——
adv_cidol-hrnm-3-002_03.txt,64,2,1,いろいろ考えて歌ってるから、\n楽しむ余裕はちょっとないかも。,要考虑太多事情反而没空享受了
adv_cidol-hrnm-3-002_03.txt,66,2,1,レッスンのときの姫崎さんは、\n本当に真剣ですからね。,因为训练时的姬崎小姐总是特别认真呢
adv_cidol-hrnm-3-002_03.txt,78,2,1,……そっか。ちゃんと、\n見ててくれてたんだ。,……原来如此 你都有好好在看着啊
adv_cidol-hrnm-3-002_03.txt,92,2,1,ほんとはね、ちょっと、\n不安だったんだ。,其实我最近…有点不安
adv_cidol-hrnm-3-002_03.txt,99,2,1,最近、{user}くんと、\nあんまりお話しできてなかったから、,感觉和{user}君好久没好好聊天了
adv_cidol-hrnm-3-002_03.txt,106,2,1,私のこと、ちゃんと\n見てくれてるのかなって。,不知道你还有没有在关注我
adv_cidol-hrnm-3-002_03.txt,117,2,1,きみが私のために頑張って\nくれてることも知ってる。,也明白你一直在为我努力
adv_cidol-hrnm-3-002_03.txt,121,2,1,今日だって、こうして\n時間作ってくれたのに――,今天还特意抽时间陪我——
adv_cidol-hrnm-3-002_03.txt,125,2,1,だけど、もっと見てほしい……なんて、\n思っちゃったんだ。,但还是贪心地想要更多关注...
adv_cidol-hrnm-3-002_03.txt,134,2,1,あ、ご、ごめんね！\nなんか、変なこと言っちゃって、,啊、对、对不起！说了奇怪的话
adv_cidol-hrnm-3-002_03.txt,142,2,1,姫崎さんのこと、しっかり\n見ているつもりで、,一直以为自己有好好关注你
adv_cidol-hrnm-3-002_03.txt,158,2,1,あ、次、{user}くんの\n番だよ。曲入れないと――,啊、下一首轮到{user}君了 要点歌——
adv_cidol-hrnm-3-002_03.txt,168,2,1,今日は姫崎さんの歌を、\nもっと聴いていたいので。,今天想多听听你的歌声
adv_cidol-hrnm-3-002_03.txt,172,2,1,……そっか。えへへ。\nうん、わかったよ。,……这样啊 嘿嘿 嗯 知道了
adv_cidol-hrnm-3-002_03.txt,178,2,1,今日はいっぱいお話しして、\nいっぱい私の歌を聴いてほしいな。,今天要和你多说话 让你多听听我唱歌
adv_cidol-hrnm-3-002_03.txt,210,2,1,莉波お姉さんの膝枕。最近、\nあんまりできてなかったなぁって。,莉波姐姐的膝枕 最近都没机会做呢
adv_cidol-hrnm-3-002_03.txt,217,2,1,いえ、そ……それは、\nこんな場所ですし……,但、但是这种场合...
adv_cidol-hrnm-3-002_03.txt,220,2,1,……今日は私の話、\n聞いてくれるんじゃなかったの？,……说好今天要听我话的呢？
adv_cidol-hrnm-3-002_03.txt,228,2,1,疲れてたら、無理せずに、\n寝ちゃってもいんだよ？,累了的话不用勉强 睡着也没关系哦？
adv_cidol-hrnm-3-002_03.txt,236,2,1,そしたら、昔みたく、\n子守歌を歌ってあげる。,我会像以前那样给你唱摇篮曲
adv_cidol-hrnm-3-002_03.txt,239,2,1,寝ませんよ。あなたの話を聞くと、\n約束したので。,不会睡的 说好要听你说话的
adv_cidol-hrnm-3-004_01.txt,41,2,1,すみません、驚かせるつもりは\nなかったのですが……,抱歉，我不是故意要吓你的……
adv_cidol-hrnm-3-004_02.txt,143,2,1,そうですね。\nではまた、別の機会に。,是啊。
adv_cidol-hrnm-3-007_02.txt,180,2,1,お姉さんタイプの素質が\nあることには気付いていたけれど、,我早就注意到你具备姐姐型的潜质，
adv_cidol-hrnm-3-007_02.txt,184,2,1,こんなふうに、自然な形で\n引き出すことはできなかったわね。,但没想到能用这么自然的方式展现出来呢。
adv_cidol-hrnm-3-007_02.txt,191,2,1,プロデューサーを目指す身として、\n不明を恥じるわ。,作为立志成为制作人的我，实在感到惭愧。
adv_cidol-hrnm-3-007_02.txt,204,2,1,{user}くんが、\n私の弟になるんです。,因为{user}君要当我的弟弟嘛。
adv_cidol-hrnm-3-007_02.txt,219,2,1,私がお姉さんになって、\n素の魅力を引き出す訓練で――,通过让我扮演姐姐的角色，来激发最自然的魅力——
adv_cidol-hrnm-3-007_02.txt,230,2,1,ど、独特のプロデュースを\nしているようね……,还、还真是独特的培育方式啊……
adv_cidol-hrnm-3-007_02.txt,236,2,1,あとでくわしく聞かせて\nもらうことにするわ。,待会儿你要详细给我解释清楚。
adv_cidol-hrnm-3-007_02.txt,256,2,1,少し厳しいレッスンになると思うけど、\n覚悟してね。,接下来的训练可能会很严格，要做好心理准备。
adv_cidol-hrnm-3-007_02.txt,275,2,1,違うわ。つま先はこう、\n指は美しく伸ばして――,不对。脚尖要这样，手指要优雅地伸展——
adv_cidol-hrnm-3-007_02.txt,288,2,1,もっとよ。こう、翼のように、\n飛び立つハチドリのように――,还不够。要像这样，如展翅的蜂鸟般轻盈——
adv_cidol-hrnm-3-007_02.txt,295,2,1,……～～～っ！\nわ、わかりましたぁ……！,……～～～！明、明白了……！
adv_cidol-hrnm-3-007_02.txt,302,2,1,莉波、次のステップに移るときは、\nメリハリを意識して！,莉波，切换动作时要注意节奏感！
adv_cidol-hrnm-3-007_02.txt,310,2,1,違うわ。まだ頭で考えてる！\n動作を身体に叩き込んで！,不对！还在用脑子想！要让身体记住动作！
adv_cidol-hrnm-3-007_02.txt,325,2,1,（こ、こんなに厳しい\n　星南会長、初めて……）,（第一次见到这么严厉的星南会长……）
adv_cidol-hrnm-3-007_02.txt,328,2,1,（でも、なんだか嬉しいな。\n　会長に厳しくされるの……）,（但不知为什么有点开心，被会长严格要求的感觉……）
adv_cidol-hrnm-3-007_02.txt,332,2,1,（昔の私だったら、きっと、\n　優しくされてたから……）,（换作以前的我，会长一定会温柔对待吧……）
adv_cidol-hrnm-3-007_02.txt,342,2,1,……ふぅ。伝えるべきことは、\n全部伝えたわ。,……呼。
adv_cidol-hrnm-3-007_02.txt,355,2,1,はい、会長。\nありがとうございました！,是，会长！非常感谢！
adv_cidol-hrnm-3-007_02.txt,363,2,1,厳しい指導でしたが、\nなにか掴めましたか？,虽然指导很严格，但有什么收获吗？
adv_cidol-hrnm-3-007_02.txt,364,2,1,――うん。伝わった。\n星南会長の大切にしていること。,——嗯。我感受到了。星南会长最重视的东西。
adv_cidol-hrnm-3-007_02.txt,377,2,1,『Campus mode!!』を\n身に着けた、初星の先輩たちの想い、,那些掌握《Campus mode!!》的初星前辈们的信念，
adv_cidol-hrnm-3-007_02.txt,380,2,1,しっかり受け取って、\nステージに上がるよ。,我会好好继承，然后站上舞台的。
adv_cidol-hrnm-3-007_03.txt,138,2,1,デザイナーさんに\n提出しただけです。,提交给设计师而已。
adv_cidol-hrnm-3-007_03.txt,193,3,2,ずっと憧れてた\n『Campus mode!!』の衣装を\n着られるなんて――,能穿上一直憧憬的\n『Campus mode!!』服装——
adv_cidol-hrnm-3-008_01.txt,168,2,1,……うーん、悩みってほどじゃ\nないんだけどね。,……唔，算不上烦恼啦。
adv_cidol-hrnm-3-008_01.txt,207,2,1,プロデューサーさんに\n渡すチョコだよ。,这是送给制作人先生的巧克力啦。
adv_cidol-hrnm-3-008_01.txt,211,2,1,ほ、ほら、日頃からすごく\nお世話になってるから――,你、你看，平时受到那么多照顾——
adv_cidol-hrnm-3-008_01.txt,291,2,1,（ど、どんなことを\n書けばいいの～？）,（到、到底该写些什么好呢～？）
adv_cidol-hrnm-3-008_02.txt,195,2,1,それで、打ち合わせの件\nなのですが――,关于接下来要商量的事——
adv_cidol-hrnm-3-008_03.txt,33,3,2,（……{user}くん、\nチョコをくれる人は\nいるって言ってたけど）,（……{user}君说过\n会有人送你巧克力来着）
adv_cidol-hrnm-3-008_03.txt,210,3,2,はいっ、バレンタインのチョコ、\n{user}くんに\nあげますっ！,给、给你情人节巧克力\n送给{user}君的！
adv_cidol-hrnm-3-008_03.txt,243,2,1,あの、これはお返し\nというわけではないのですが。,这个虽然不能算回礼……
adv_cidol-hski-3-001_01.txt,169,2,1,ところで……プロデューサーさんの\nことだけど……,话说回来……关于制作人先生的事……
adv_cidol-hski-3-001_03.txt,17,2,1,プロデューサーってば、まだわたしの\nことを諦めていなかったのね。,原来制作人你...还没有放弃我呀。
adv_cidol-hski-3-002_01.txt,13,2,1,……咲季さんが想像している\nようなものではなく。,……不是咲季你想的那种比试。
adv_cidol-hski-3-002_01.txt,24,2,1,アイドルに夏休みはないと、\nよく言われています。,常有人说偶像没有暑假可言。
adv_cidol-hski-3-002_01.txt,34,2,1,授業がないぶん、自由時間は\n増えるけど……,虽然不用上课自由时间变多了...
adv_cidol-hski-3-002_01.txt,40,2,1,きちんと計画を立てなくちゃ、\n乗り切れないわ。,但不制定好计划的话会撑不下去的。
adv_cidol-hski-3-002_01.txt,42,2,1,アイドル活動のスケジューリングは\nお任せください。,偶像活动的行程安排就交给我吧。
adv_cidol-hski-3-002_01.txt,43,2,1,勝負に使うのは、夏休み中の\n休養計画です。,我们要比的是暑假期间的休息计划。
adv_cidol-hski-3-002_01.txt,51,2,1,咲季さんらしい過ごし方で、\nとても心強いのですが。,很有咲季的风格，很让人放心。
adv_cidol-hski-3-002_01.txt,90,2,1,ところで……もちろん計画の実践には、\nあなたが付き合ってくれるのよね。,话说...你当然会陪我实践这个计划吧？
adv_cidol-hski-3-002_01.txt,105,2,1,一緒に休日を過ごすに\n決まっているじゃない！,当然要一起度过假期啊！
adv_cidol-hski-3-006_03.txt,170,2,1,こんなに素敵なアイドルがいたなんて、\nと思わせてやりましょう。,"让他们惊呼""原来还有这么棒的偶像存在""。"
adv_cidol-hski-3-008_01.txt,101,3,2,初星学園伝統の衣装と楽曲で、\n『N.I.A』を勝ち抜いて\nいきましょう！,让我们用初星学园传承的服装与歌曲，\n在『N.I.A』中大放异彩吧！
adv_cidol-hski-3-008_01.txt,171,3,2,『Campus mode!!』の\nアイドルたちが、\n可愛くて素敵だったから～～～♡,因为《Campus mode!!》的\n偶像们实在太可爱太耀眼了～～～♡
adv_cidol-hski-3-008_02.txt,37,2,1,アイドルの衣装を戦闘服と呼ぶのは\nやめましょうね。それに……,请不要把偶像服装叫做战斗服。而且...
adv_cidol-hski-3-008_02.txt,127,2,1,全校生徒、わたしに憧れさせて\nやるんだから！,让全校学生都迷上我！
adv_cidol-hski-3-008_03.txt,56,2,1,はじめてファンレターを\n読んだ日のこと。,第一次读到粉丝来信那天。
adv_cidol-hski-3-008_03.txt,141,2,1,みんなにわたしを好きに\nなってもらわなくちゃ。,喜欢上我才行。
adv_cidol-hski-3-011_01.txt,93,2,1,あなたをプロデュースさせて\nください――って。,"""请让我来培育你""——"
adv_cidol-hski-3-011_01.txt,168,2,1,そんな不屈のアイドルを\n育てたいと思ったんです。,我想培育的正是这样不屈不挠的偶像。
adv_cidol-hski-3-011_01.txt,255,2,1,わたしをプロデュースしたいと\n言ってくれたからよ。,却依然说要培育我。
adv_cidol-hski-3-011_03.txt,70,2,1,思った瞬間に言ってしまっている\nような気がしますよ。,感觉想到什么就会直接说出来呢。
adv_cidol-hski-3-011_03.txt,86,2,1,であれば、いざ腹を割って話しましょう\nと、なっても……,所以就算说要推心置腹地交流...
adv_cidol-hski-3-011_03.txt,164,2,1,お礼に、お昼はわたしの手料理を\nごちそうしてあげる！,作为谢礼，中午请让我亲手为你做饭吧！
adv_cidol-hume-3-000_01.txt,115,2,1,希望どおりの曲を\n用意してくれるなんて……,就准备好符合心意的曲子……
adv_cidol-hume-3-005_02.txt,103,2,1,なるべく自分たちの力だけで……\nというのは？,尽量靠自己的力量...怎么说？
adv_cidol-hume-3-006_01.txt,97,2,1,佑芽さんにはこれを\n習得してもらいます。,希望佑芽能学会这首歌。
adv_cidol-hume-3-006_01.txt,158,3,2,『Campus mode!!』を\n習得する――\nこれが『N.I.A』対策です。,学会《Campus mode!!》——\n这就是对付《N.I.A》的对策。
adv_cidol-hume-3-006_02.txt,4,2,1,佑芽さん。以前、こう言ったのを\n覚えていますか？,佑芽小姐，还记得以前说过的话吗？
adv_cidol-hume-3-006_02.txt,10,2,1,このままアイドルとしての数値を\n積み上げて――,就这样不断积累作为偶像的各项数值——
adv_cidol-hume-3-006_02.txt,11,2,1,無敵の咲季さんを\nすり潰してやりましょう、と。,把无敌的咲季小姐彻底击溃。
adv_cidol-hume-3-006_02.txt,109,2,1,では、元気にリベンジと\nいきましょうか。,那就打起精神开始复仇吧。
adv_cidol-hume-3-006_02.txt,192,2,1,いったいそれは、\nどういったものなのでしょう？,那究竟是什么能力呢？
adv_cidol-hume-3-006_03.txt,199,2,1,きっと今日のライブを見ていますもの。\nしっかりやらなくては。,我必须好好表现才行。
adv_cidol-jsna-3-000_03.txt,14,2,1,新曲のレッスンに\n付きあってもらったの。,还让大家陪我练习了新曲的课程。
adv_cidol-jsna-3-000_03.txt,115,2,1,掛ける言葉は、\nほんとうにそれでいいのかしら？,真的没问题吗？
adv_cidol-jsna-3-002_01.txt,63,3,2,『N.I.A』で\n『Campus mode!!』を歌う\n生徒たちを支援することにもなる。,自然也会支持在『N.I.A』中\n演唱『Campus mode!!』的学员们。
adv_cidol-jsna-3-002_01.txt,107,2,1,果たして追いつけるだろうかと\n悩むことがあります。,也会担心自己到底能不能追赶上他们。
adv_cidol-jsna-3-002_01.txt,111,2,1,……あなたでも、\nそんなことがあるのね。,......没想到连你也会有这种烦恼。
adv_cidol-jsna-3-002_02.txt,217,2,1,ふたりが険悪な会話をしているところ、\n何度も見たもの。,经常看到他们针锋相对地交谈。
adv_cidol-jsna-3-002_03.txt,16,2,1,ここにもひとり、\nわくわくしているファンがいますよ。,这里也有位兴奋不已的粉丝哦。
adv_cidol-jsna-3-003_02.txt,13,2,1,私の生配信を\n観てくれてありがとう。,谢谢大家来看我的直播。
adv_cidol-jsna-3-003_02.txt,23,2,1,バレンタインチョコレートの\n手作り配信をしていくわ。,为大家直播手工制作情人节巧克力哦。
adv_cidol-jsna-3-003_02.txt,52,2,1,いつも厳しい彼女が、いったいどんな\n可愛いチョコレートを作るのか――,向来严厉的她究竟会做出怎样可爱的巧克力呢——
adv_cidol-jsna-3-003_02.txt,178,2,1,作ればいいのだろう？　\nバレンタインのチョコレートとやらを。,不就是做个情人节巧克力吗？
adv_cidol-jsna-3-003_02.txt,211,2,1,そうねえ……燕、あなたはどんな人が\n好みのタイプかしら？,我想想...燕喜欢什么类型的人呢？
adv_cidol-jsna-3-003_02.txt,233,2,1,あなたのしっかり仕事を果たそうとする\n姿勢、いいと思うわ。,我很欣赏你认真负责的工作态度哦。
adv_cidol-jsna-3-003_02.txt,249,2,1,融通が利かない私を\n補ってくれるような者。,能弥补我不知变通的缺点。
adv_cidol-kcna-3-000_01.txt,67,2,1,まるで偽物のアイドルみたいなことを\n言わないでください。,"请不要说""简直像是""这种话。"
adv_cidol-kcna-3-002_02.txt,102,2,1,ぜひ、アドバイスなど\nいただけたらとっ。,还请各位多多指教……
adv_cidol-kcna-3-002_02.txt,117,2,1,わたしよりも適任が\nいるかもしれません。,或许有比我更合适的人选呢。
adv_cidol-kcna-3-005_01.txt,214,2,1,色んなひとに、お世話になってる。\n千奈の気持ち……わかるよ。,
adv_cidol-kcna-3-005_02.txt,185,2,1,も、もう……話の腰を\n折らないでくださいませ。,别、别打岔啦……
adv_cidol-kcna-3-007_02.txt,226,2,1,すべてチェックしたと思って\nおりましたが！,全都看过一遍了呢！
adv_cidol-kcna-3-007_02.txt,314,2,1,すべての初星アイドルの想いが\n込められているのです。,初星学园偶像们的心意。
adv_cidol-kcna-3-009_01.txt,24,3,2,倉本さんの予定には、いくつかの\n『ひな祭りパーティー』が\nありましたね。,在仓本小姐的日程安排中，\n有好几个『女儿节派对』呢。
adv_cidol-kcna-3-009_01.txt,41,2,1,かしこまりました。もちろん、\nアイドルとしてのお仕事ですもの。,明白了。既然是偶像的工作，
adv_cidol-kcna-3-009_01.txt,47,2,1,決して失敗してはならない\nライブですわ。,这场演出绝对不容有失。
adv_cidol-kcna-3-009_01.txt,51,2,1,ですけれど、先生。ほんのすこしだけ、\n肩の力を抜いてくださいませ。,不过老师，请您稍微放松些吧。
adv_cidol-kcna-3-009_01.txt,70,2,1,アイドルとしてライブができるだけの\n実力が付いてきましたので。,拥有了作为偶像登台的实力。
adv_cidol-kcna-3-009_01.txt,88,2,1,サロンとしての性質を持った\nパーティーではありませんわ。,带有社交沙龙性质的那种派对。
adv_cidol-kcna-3-009_01.txt,112,2,1,『倉本本邸でパーティーをする』\nというものがありましたね。,『在本家举办派对』的安排呢。
adv_cidol-kcna-3-009_01.txt,119,2,1,はい……とってもお忙しい方々ばかり\nですのに……いつだって、,是的......虽然大家都很忙碌......
adv_cidol-kcna-3-009_01.txt,123,2,1,わたくしとの時間を\n優先してくださいますの。,但总会优先腾出与我相处的时间。
adv_cidol-kcna-3-009_01.txt,128,2,1,そこには常に『倉本千奈ファースト』\nの精神があります。,但始终贯彻着『仓本千奈优先』的精神。
adv_cidol-kcna-3-009_01.txt,131,2,1,先生。わたくし、\n最初にお伝えしましたわ。,老师，我之前也说过吧？
adv_cidol-kcna-3-009_01.txt,149,2,1,うふふ……わたくしも皆さんのことが、\n大好きですわ。,呵呵......我也深爱着大家呢。
adv_cidol-kcna-3-009_02.txt,184,2,1,それがどれだけ、\nリスクのある行為だったか……,那是多么冒险的...
adv_cidol-kcna-3-009_03.txt,92,2,1,長年、厳しいレッスンを積んできた\nわけではありませんもの。,经历过多年严苛的训练。
adv_cidol-kcna-3-009_03.txt,127,2,1,そこまで高評価を\nいただいてしまっては……,得到这么高的评价......
adv_cidol-kcna-3-009_03.txt,159,2,1,すべてのファンに対して、\n公平なのがアイドル。ですが……,偶像应该公平对待所有粉丝。但是......
adv_cidol-kllj-3-000_03.txt,18,2,1,みんな葛城さんの新曲を\n楽しみにしているんですよ。,大家都很期待葛城小姐的新曲呢。
adv_cidol-kllj-3-001_02.txt,172,2,1,そうすれば、\nはぐれることはないですから。,这样就不会走散了。
adv_cidol-kllj-3-005_02.txt,145,3,2,わたし、昔から\n『ふわっとブレザーつむじちゃん』って\nいうアニメが好きで……,我从小就特别喜欢\n《轻飘飘西服小旋涡》这部动画……
adv_cidol-kllj-3-005_03.txt,10,2,0,12月25日。\nクリスマス当日。 hide=true,
adv_cidol-kllj-3-005_03.txt,47,2,1,葛城さんの好きなロボットアニメ\nですね。,是你最喜欢的机器人动画呢。
adv_cidol-kllj-3-005_03.txt,62,2,1,ロボット自体も洗練されたデザインで\nとってもカッコいいんですけど、,虽然机器人本身的设计就很精炼帅气，
adv_cidol-kllj-3-005_03.txt,209,2,1,はい。センパイ、首回りが寒そう\nだったので。,请便。
adv_cidol-kllj-3-010_01.txt,94,2,1,気づいたら、すっかり遅い時間に\nなっちゃってました……。,回过神来已经这么晚了……
adv_cidol-kllj-3-010_01.txt,294,2,1,葛城さん、アイドルに一番必要な才能は\nなんだと思いますか？,葛城同学，你觉得偶像最需要的是什么才能？
adv_cidol-kllj-3-010_02.txt,89,2,1,失礼。盗み聞きをするつもりは\nなかったのですが――,失礼了。虽然没打算偷听——
adv_cidol-shro-3-000_03.txt,102,2,1,そんなわたしを好きになって\nくれる人たちがいるなんて……,这样的我居然会被人喜欢......
adv_cidol-shro-3-000_03.txt,141,2,1,いままでシンプルに\n考えていたことが……,以前简单明了的想法......
adv_cidol-shro-3-000_03.txt,157,2,1,ファンのことを\n考えるようになったんですね。,也开始为粉丝着想了吧。
adv_cidol-shro-3-001_01.txt,79,2,1,頭がいいとは、\n思っていないのでは？,你头脑聪明吧？
adv_cidol-shro-3-001_02.txt,32,2,1,きゅ、急にとんでもない会話が\n始まりましたわ……,突、突然开始了不得了的对话呢......
adv_cidol-shro-3-001_02.txt,70,2,1,えっと……あたしが思う、\n広ちゃんの魅力はね～。,那个......我觉得小广的魅力啊～
adv_cidol-shro-3-001_02.txt,111,3,2,だけどあたし……\n広ちゃんのこと、大好きだよ。\n,但是我......\n最喜欢小广了。
