filename,line_number,orig_segments,trans_segments,name,orig_text,trans_text,trans_fixed,trans_orig
adv_cidol-amao-3-002_03.txt,61,2,1,麻央,アンケートって、なんだか\n緊張しますよね。ええっと……,每次看问卷都莫名紧张呢...嗯...,问卷调查什么的，总让人\n有点紧张呢。嗯……,<r\=アンケートって、なんだか>每次看问卷都莫名紧张呢...嗯...</r>\r\n
adv_cidol-amao-3-002_03.txt,69,2,1,麻央,麻央ちゃん、ライブ、\nとーってもよかったです！,"""麻央酱的live超级棒！""","""麻央酱，你的live，\n超——级棒！""","<r\=麻央ちゃん、ライブ、>""麻央酱的live超级棒！""</r>\r\n"
adv_cidol-amao-3-002_03.txt,146,2,1,麻央,ええっと……\nたしかに猫は探しましたけど。,呃...确实找过猫...,呃...\n确实找过猫...,<r\=ええっと……>呃...确实找过猫...</r>\r\n
adv_cidol-amao-3-007_02.txt,24,2,1,麻央,それはもう、\n憧れの楽曲ですからね。,那可是我向往已久的歌曲呢。,那可是我，\n向往已久的歌曲呢。,<r\=それはもう、>那可是我向往已久的歌曲呢。</r>\r\n
adv_cidol-amao-3-007_02.txt,81,2,1,{user},レッスンパートナーを\n付けましょう。,给你安排个练习搭档吧。,练习搭档，\n给你安排一个吧。,<r\=レッスンパートナーを>给你安排个练习搭档吧。</r>\r\n
adv_cidol-amao-3-007_02.txt,94,2,1,麻央,経験者って――\nもしかして、星南会長？,原唱...难道说是星南会长？,说到原唱...\n难道说是星南会长？,<r\=経験者って――>原唱...难道说是星南会长？</r>\r\n
adv_cidol-amao-3-007_02.txt,154,2,1,{user},麻央さんは振り付けを\nほぼマスターしていますが、,虽然麻央已经基本掌握了动作，,麻央的舞蹈动作\n虽说是已经基本掌握了，,<r\=麻央さんは振り付けを>虽然麻央已经基本掌握了动作，</r>\r\n
adv_cidol-amao-3-007_03.txt,39,2,1,麻央,憧れの『Campus mode!!』を\n歌えるなんて――,演唱憧憬已久的《Campus mode!!》——,憧憬已久的《Campus mode!!》\n可以演唱——,<r\=憧れの『Campus mode!!』を>演唱憧憬已久的《Campus mode!!》——</r>\r\n
adv_cidol-amao-3-007_03.txt,108,3,2,麻央,『Campus mode!!』は、\n先輩たちの想いを\n受け継いできた楽曲だから、,因为《Campus mode!!》是\n传承了前辈们心意的歌曲，,《Campus mode!!》是，\n一首承载了前辈们心意，\n并一直被传承下来的歌曲，,<r\=『Campus mode!!』は、>因为《Campus mode!!》是</r>\r\n<r\=先輩たちの想いを>传承了前辈们心意的歌曲，</r>\r\n
adv_cidol-amao-3-007_03.txt,121,2,1,麻央,今日のステージに足を運んで\nくれたファンの中にも、,今天来看演出的粉丝里，,今天专程赶来舞台的\n粉丝中也有，,<r\=今日のステージに足を運んで>今天来看演出的粉丝里，</r>\r\n
adv_cidol-amao-3-007_03.txt,129,3,2,麻央,『Campus mode!!』を\n着ることになる子が\nいるかもしれませんね。,穿上《Campus mode!!》\n的演出服呢。,或许会有\n穿上《Campus mode!!》的\n孩子出现呢。,<r\=『Campus mode!!』を>穿上《Campus mode!!》</r>\r\n<r\=着ることになる子が>的演出服呢。</r>\r\n
adv_cidol-amao-3-009_01.txt,52,2,1,麻央,ボクには似合わないって、\n思うようになって――,开始觉得不适合我——,这或许不适合我，\n我开始这样觉得——,<r\=ボクには似合わないって、>开始觉得不适合我—— </r>\r\n
adv_cidol-amao-3-009_02.txt,37,2,1,{user},すぐに繕えるように\nしておかなければなりませんから。,必须随时都能立刻修补好。,必须做好能随时修补的\n万全准备才行。,<r\=すぐに繕えるように>必须随时都能立刻修补好。</r>\r\n
adv_cidol-amao-3-009_02.txt,109,2,1,{user},そうですね。最適な配置の\nバランスを考えるのは、,是啊。思考最佳摆放的平衡感，,确实呢。关于最佳配置的\n平衡点需要仔细考量。,<r\=そうですね。最適な配置の>是啊。思考最佳摆放的平衡感，</r>\r\n
adv_cidol-amao-3-009_02.txt,170,2,1,麻央,人形とお芝居ごっこしたりして、\nよく遊んでましたね。,拿着人偶玩过家家。,和人偶过家家之类的，\n玩得不亦乐乎呢。,<r\=人形とお芝居ごっこしたりして、>拿着人偶玩过家家。</r>\r\n
adv_cidol-amao-3-009_03.txt,37,2,1,麻央,ありがとう。今日はめいっぱい、\n楽しんでいってね。,谢谢。今天要尽情享受哦。,谢谢。今天要尽情的，\n享受哦。,<r\=ありがとう。今日はめいっぱい、>谢谢。今天要尽情享受哦。</r>\r\n
adv_cidol-fktn-3-000_02.txt,164,2,1,咲季,納得できない？　じゃあ、\nもう少し言わせてもらうけど。,还不明白？那我再说清楚点。,还不明白吗？那么，\n我就再说清楚点。,<r\=納得できない？　じゃあ、>还不明白？那我再说清楚点。</r>\r\n
adv_cidol-fktn-3-000_02.txt,211,2,1,咲季,でしょ？　なら、\n曲にシンクロできない理由は明らかね。,对吧？那问题就很明显了。,对吧？　那么，\n无法与歌曲同步的原因就很明显了。,<r\=でしょ？　なら、>对吧？那问题就很明显了。</r>\r\n
adv_cidol-fktn-3-000_03.txt,46,2,1,{user},幾つかのハードルを\n越える必要があるのですが。,需要跨越几道门槛。,需要跨越\n几道难关才行呢。,<r\=幾つかのハードルを>需要跨越几道门槛。</r>\r\n
adv_cidol-fktn-3-000_03.txt,53,2,1,ことね,このために学園に入った\nまでありますよあたし！,我就是为了这个才进学院的啊！,就是为了这个\n我才进入学园的啊！,<r\=このために学園に入った>我就是为了这个才进学院的啊！</r>\r\n
adv_cidol-fktn-3-000_03.txt,136,2,1,ことね,それで、あたしのグッズとかＣＤとか\nいっぱい買ってもらって！,然后买爆我的周边和CD！,然后呢，我的周边和CD\n统统卖爆啊！,<r\=それで、あたしのグッズとかＣＤとか>然后买爆我的周边和CD！</r>\r\n
adv_cidol-fktn-3-001_01.txt,79,2,1,ことね,申し訳ない気持ちに\nなったりしてたんです。説明おわり。,陷入自我反省的情绪里。说明完毕。,感到非常抱歉的心情\n油然而生。说明完毕。,<r\=申し訳ない気持ちに>陷入自我反省的情绪里。说明完毕。</r>\r\n
adv_cidol-fktn-3-001_01.txt,140,2,1,ことね,あたしのライブに\n来てくれた人たちなんです。,来看我演唱会的观众啊。,是前来参加\n我演唱会的人们啊。,<r\=あたしのライブに>来看我演唱会的观众啊。</r>\r\n
adv_cidol-fktn-3-001_02.txt,139,3,2,{user},なんとか本音を知りたかったので、\n一人ひとり、調べられるだけ\n調べました。,为了探知真实想法，\n我尽可能逐个进行了调查。,为了探知真实想法，\n我尽可能地，能进行调查的\n都逐个进行了调查。,<r\=なんとか本音を知りたかったので、>为了探知真实想法，</r>\r\n<r\=一人ひとり、調べられるだけ>我尽可能逐个进行了调查。</r>\r\n
adv_cidol-fktn-3-001_03.txt,167,2,1,{user},それ、インタビューでは\n絶対に言わないでくださいね。,这个...请千万别在采访里说。,这个...在采访里\n请千万别说出来。,<r\=それ、インタビューでは>这个...请千万别在采访里说。</r>\r\n
adv_cidol-fktn-3-006_02.txt,28,2,1,{user},一方で、ファンにイベントを\n楽しんでもらおうとするなら――,反过来想，要让粉丝享受活动的话——,反过来想，要让粉丝在活动中\n能够享受的话——,<r\=一方で、ファンにイベントを>反过来想，要让粉丝享受活动的话——</r>\r\n
adv_cidol-fktn-3-006_03.txt,19,3,2,{user},もうすこし進むと、\n有名なイルミネーションスポットが\n見えてきますよ。,再往前走一点\n就能看到著名的灯光秀景点哦。,再往前走一点，\n就能看到著名的\n灯光秀景点哦。,<r\=もうすこし進むと、>再往前走一点</r>\r\n<r\=有名なイルミネーションスポットが>就能看到著名的灯光秀景点哦。</r>\r\n
adv_cidol-fktn-3-007_01.txt,14,2,1,ことね,プロデューサーからの\n熱烈なアプローチっ――,制作人先生热情的示好方式——,来自制作人的\n热情的示好方式——,<r\=プロデューサーからの>制作人先生热情的示好方式—— </r>\r\n
adv_cidol-fktn-3-007_01.txt,22,2,1,ことね,お～、自らハードルを\n上げましたね……？,哦～主动提高难度了呀……？,哦～主动将难度\n提高了呀……？,<r\=お～、自らハードルを>哦～主动提高难度了呀……？</r>\r\n
adv_cidol-fktn-3-007_01.txt,35,2,1,ことね,ウワーッ！　\nこ、これッ――もしかして！,哇啊啊！这、这是——难道说！,哇啊啊！\n这、这是——难道说！,<r\=ウワーッ！　>哇啊啊！这、这是——难道说！</r>\r\n
adv_cidol-fktn-3-007_01.txt,98,2,1,{user},『<r\=スペシャル>特別な</r>ファンサ』を\n身につけましょう。,"来掌握""特别版粉丝互动""吧。","""特别版粉丝互动""\n来掌握吧。","<r\=『特別なファンサ』を>来掌握""特别版粉丝互动""吧。</r>\r\n"
adv_cidol-fktn-3-007_02.txt,370,2,1,ことね,またカッコつけて謎めいた\n言い方するぅ～。,又开始装酷说些故弄玄虚的话～,装酷说些故弄玄虚的话\n又开始了啊～,<r\=またカッコつけて謎めいた>又开始装酷说些故弄玄虚的话～</r>\r\n
adv_cidol-hrnm-3-000_01.txt,135,2,1,{user},そうです。なので、もっとイメージの\n解像度を上げるために、,没错。所以为了更明确意象方向，,没错。因此，为了进一步地\n明确意象的方向，,<r\=そうです。なので、もっとイメージの>没错。所以为了更明确意象方向，</r>\r\n
adv_cidol-hrnm-3-000_01.txt,141,2,1,{user},ざっとでいいので、素直な気持ちを、\nノートに書いてみてください。,简单直率地写在笔记本上。,大致就好，请将真诚的心意，\n试着写在笔记本上吧。,<r\=ざっとでいいので、素直な気持ちを、>简单直率地写在笔记本上。</r>\r\n
adv_cidol-hrnm-3-000_01.txt,153,2,1,{user},それは、はい。\nプロデューサーですので。,是的。毕竟我是制作人。,那，是的。\n毕竟我是制作人。,<r\=それは、はい。>是的。毕竟我是制作人。</r>\r\n
adv_cidol-hrnm-3-000_01.txt,164,2,1,莉波,……う、うん、わかったよ。\nきみに見られるのは恥ずかしいけど、,……好、好吧。虽然被你看到会很害羞，,……好、好吧，我知道了。\n虽然被你看到会很害羞，,<r\=……う、うん、わかったよ。>……好、好吧。虽然被你看到会很害羞，</r>\r\n
adv_cidol-hrnm-3-000_02.txt,84,2,1,{user},必ずしも経験が必要なわけでは\nないと思いますが――,倒不一定非要有实际经验——,倒不一定非要有\n实际经验——,<r\=必ずしも経験が必要なわけでは>倒不一定非要有实际经验——</r>\r\n
adv_cidol-hrnm-3-001_03.txt,161,2,1,{user},か、からかわないで頂けると\n助かるのですが……,请、请不要捉弄我了...,如、如果可以不捉弄我的话\n就帮大忙了……,<r\=か、からかわないで頂けると>请、请不要捉弄我了...</r>\r\n
adv_cidol-hrnm-3-002_01.txt,159,2,1,莉波,うん。日頃レッスンを\n頑張ってるご褒美。,嗯。作为每天努力训练的奖励。,嗯。作为每天努力\n训练的奖励。,<r\=うん。日頃レッスンを>嗯。作为每天努力训练的奖励。</r>\r\n
adv_cidol-hrnm-3-002_03.txt,19,2,1,莉波,んん～っ、歌うのって、\nやっぱり楽しいっ♪,嗯～果然唱歌最开心了♪,嗯嗯～♫ 唱歌这件事，\n果然最开心了♪,<r\=んん～っ、歌うのって、>嗯～果然唱歌最开心了♪</r>\r\n
adv_cidol-hrnm-3-002_03.txt,23,2,1,{user},姫崎さんは、本当に\n楽しそうに歌いますね。,姬崎小姐唱歌时的样子看起来真的很享受呢,姬崎小姐唱歌时的样子，\n看起来真的很享受呢。,<r\=姫崎さんは、本当に>姬崎小姐唱歌时的样子看起来真的很享受呢</r>\r\n
adv_cidol-hrnm-3-002_03.txt,28,2,1,莉波,もともと、私がアイドルになろうって\n思ったきっかけは――,其实我想成为偶像的契机啊——,最初让我想要\n成为偶像的契机是――,<r\=もともと、私がアイドルになろうって>其实我想成为偶像的契机啊——</r>\r\n
adv_cidol-hrnm-3-002_03.txt,32,2,1,莉波,小さい頃に観た、\nお歌のお姉さんだからね。,是因为小时候很喜欢电视里唱歌的大姐姐,是因为小时候，\n很喜欢电视里唱歌的大姐姐。,<r\=小さい頃に観た、>是因为小时候很喜欢电视里唱歌的大姐姐</r>\r\n
adv_cidol-hrnm-3-002_03.txt,36,2,1,莉波,もちろん、ステージで歌うのが\n一番楽しいけど。,虽然现在觉得在舞台上唱歌最开心啦,当然，现在觉得在舞台上\n唱歌最开心啦。,<r\=もちろん、ステージで歌うのが>虽然现在觉得在舞台上唱歌最开心啦</r>\r\n
adv_cidol-hrnm-3-002_03.txt,45,2,1,莉波,カラオケで自由気ままに歌うのも、\nすっごく楽しいよ。,不过在卡拉OK随心所欲地唱歌也超级快乐的,不过在卡拉OK随心所欲地唱歌，\n也超级快乐的。,<r\=カラオケで自由気ままに歌うのも、>不过在卡拉OK随心所欲地唱歌也超级快乐的</r>\r\n
adv_cidol-hrnm-3-002_03.txt,53,2,1,莉波,レッスンで歌うのは、\nまた違うんだよね。,练习时的感觉又不一样呢,练习时的唱歌，\n感觉又不一样呢。,<r\=レッスンで歌うのは、>练习时的感觉又不一样呢</r>\r\n
adv_cidol-hrnm-3-002_03.txt,60,2,1,莉波,上手く歌おうとか、成長しようとか、\nしっかり声を出そうとか――,要想着唱得更好、要进步、要把气息稳住——,要想着唱得更好、要进步、\n要把气息稳住——,<r\=上手く歌おうとか、成長しようとか、>要想着唱得更好、要进步、要把气息稳住——</r>\r\n
adv_cidol-hrnm-3-002_03.txt,64,2,1,莉波,いろいろ考えて歌ってるから、\n楽しむ余裕はちょっとないかも。,要考虑太多事情反而没空享受了,要考虑太多事情，\n反而没空享受了。,<r\=いろいろ考えて歌ってるから、>要考虑太多事情反而没空享受了</r>\r\n
adv_cidol-hrnm-3-002_03.txt,66,2,1,{user},レッスンのときの姫崎さんは、\n本当に真剣ですからね。,因为训练时的姬崎小姐总是特别认真呢,因为训练时的姬崎小姐，\n总是特别认真呢。,<r\=レッスンのときの姫崎さんは、>因为训练时的姬崎小姐总是特别认真呢</r>\r\n
adv_cidol-hrnm-3-002_03.txt,78,2,1,莉波,……そっか。ちゃんと、\n見ててくれてたんだ。,……原来如此 你都有好好在看着啊,……原来如此。\n你都有好好在看着啊。,<r\=……そっか。ちゃんと、>……原来如此 你都有好好在看着啊</r>\r\n
adv_cidol-hrnm-3-002_03.txt,92,2,1,莉波,ほんとはね、ちょっと、\n不安だったんだ。,其实我最近…有点不安,其实呢，我最近…\n有点不安。,<r\=ほんとはね、ちょっと、>其实我最近…有点不安</r>\r\n
adv_cidol-hrnm-3-002_03.txt,99,2,1,莉波,最近、{user}くんと、\nあんまりお話しできてなかったから、,感觉和{user}君好久没好好聊天了,最近，感觉和{user}君\n好久没好好聊天了。,<r\=最近、{user}くんと、>感觉和{user}君好久没好好聊天了</r>\r\n
adv_cidol-hrnm-3-002_03.txt,106,2,1,莉波,私のこと、ちゃんと\n見てくれてるのかなって。,不知道你还有没有在关注我,不知道你，\n还有没有在关注我。,<r\=私のこと、ちゃんと>不知道你还有没有在关注我</r>\r\n
adv_cidol-hrnm-3-002_03.txt,117,2,1,莉波,きみが私のために頑張って\nくれてることも知ってる。,也明白你一直在为我努力,你一直在为我努力，\n我也知道的。,<r\=きみが私のために頑張って>也明白你一直在为我努力</r>\r\n
adv_cidol-hrnm-3-002_03.txt,121,2,1,莉波,今日だって、こうして\n時間作ってくれたのに――,今天还特意抽时间陪我——,就连今天，\n也还特意抽时间陪我——,<r\=今日だって、こうして>今天还特意抽时间陪我——</r>\r\n
adv_cidol-hrnm-3-002_03.txt,125,2,1,莉波,だけど、もっと見てほしい……なんて、\n思っちゃったんだ。,但还是贪心地想要更多关注...,但是...想要被更多地注视着...\n这样的念头，不由自主地浮现了呢。,<r\=だけど、もっと見てほしい……なんて、>但还是贪心地想要更多关注...</r>\r\n
adv_cidol-hrnm-3-002_03.txt,134,2,1,莉波,あ、ご、ごめんね！\nなんか、変なこと言っちゃって、,啊、对、对不起！说了奇怪的话,啊、对、对不起！\n说了奇怪的话，,<r\=あ、ご、ごめんね！>啊、对、对不起！说了奇怪的话</r>\r\n
adv_cidol-hrnm-3-002_03.txt,142,2,1,{user},姫崎さんのこと、しっかり\n見ているつもりで、,一直以为自己有好好关注你,我自认为一直有好好地\n关注着姬崎小姐，,<r\=姫崎さんのこと、しっかり>一直以为自己有好好关注你</r>\r\n
adv_cidol-hrnm-3-002_03.txt,158,2,1,莉波,あ、次、{user}くんの\n番だよ。曲入れないと――,啊、下一首轮到{user}君了 要点歌——,啊、下一首轮到{user}君了哦。\n要点歌——,<r\=あ、次、{user}くんの>啊、下一首轮到{user}君了 要点歌——</r>\r\n
adv_cidol-hrnm-3-002_03.txt,168,2,1,{user},今日は姫崎さんの歌を、\nもっと聴いていたいので。,今天想多听听你的歌声,今天想多听听，\n姬崎小姐你的歌声。,<r\=今日は姫崎さんの歌を、>今天想多听听你的歌声</r>\r\n
adv_cidol-hrnm-3-002_03.txt,172,2,1,莉波,……そっか。えへへ。\nうん、わかったよ。,……这样啊 嘿嘿 嗯 知道了,……这样啊。嘿嘿。\n嗯，知道了。,<r\=……そっか。えへへ。>……这样啊 嘿嘿 嗯 知道了</r>\r\n
adv_cidol-hrnm-3-002_03.txt,178,2,1,莉波,今日はいっぱいお話しして、\nいっぱい私の歌を聴いてほしいな。,今天要和你多说话 让你多听听我唱歌,今天要和你多说话，\n让你多听听我唱歌呢。,<r\=今日はいっぱいお話しして、>今天要和你多说话 让你多听听我唱歌</r>\r\n
adv_cidol-hrnm-3-002_03.txt,210,2,1,莉波,莉波お姉さんの膝枕。最近、\nあんまりできてなかったなぁって。,莉波姐姐的膝枕 最近都没机会做呢,莉波姐姐的膝枕。最近，\n都没机会躺呢。,<r\=莉波お姉さんの膝枕。最近、>莉波姐姐的膝枕 最近都没机会做呢</r>\r\n
adv_cidol-hrnm-3-002_03.txt,217,2,1,{user},いえ、そ……それは、\nこんな場所ですし……,但、但是这种场合...,但、但是，\n在这种场合...,<r\=いえ、そ……それは、>但、但是这种场合...</r>\r\n
adv_cidol-hrnm-3-002_03.txt,220,2,1,莉波,……今日は私の話、\n聞いてくれるんじゃなかったの？,……说好今天要听我话的呢？,……今天不是说好了，\n要听我说的话吗？,<r\=……今日は私の話、>……说好今天要听我话的呢？</r>\r\n
adv_cidol-hrnm-3-002_03.txt,228,2,1,莉波,疲れてたら、無理せずに、\n寝ちゃってもいんだよ？,累了的话不用勉强 睡着也没关系哦？,累了的话不用勉强，\n睡着也没关系哦？,<r\=疲れてたら、無理せずに、>累了的话不用勉强 睡着也没关系哦？</r>\r\n
adv_cidol-hrnm-3-002_03.txt,236,2,1,莉波,そしたら、昔みたく、\n子守歌を歌ってあげる。,我会像以前那样给你唱摇篮曲,那样的话，我会像以前一样，\n给你唱摇篮曲。,<r\=そしたら、昔みたく、>我会像以前那样给你唱摇篮曲</r>\r\n
adv_cidol-hrnm-3-002_03.txt,239,2,1,{user},寝ませんよ。あなたの話を聞くと、\n約束したので。,不会睡的 说好要听你说话的,不会睡的。要听你说话的，\n说好了的。,<r\=寝ませんよ。あなたの話を聞くと、>不会睡的 说好要听你说话的</r>\r\n
adv_cidol-hrnm-3-004_01.txt,41,2,1,{user},すみません、驚かせるつもりは\nなかったのですが……,抱歉，我不是故意要吓你的……,抱歉，我不是故意\n要吓你的……,<r\=すみません、驚かせるつもりは>抱歉，我不是故意要吓你的……</r>\r\n
adv_cidol-hrnm-3-004_02.txt,143,2,1,{user},そうですね。\nではまた、別の機会に。,是啊。,确实呢。\n那么下次，另寻机会吧。,<r\=そうですね。>是啊。</r>\nではまた、別の機会に。
adv_cidol-hrnm-3-007_02.txt,180,2,1,星南,お姉さんタイプの素質が\nあることには気付いていたけれど、,我早就注意到你具备姐姐型的潜质，,虽然早就注意到你具备\n姐姐类型的气质，,<r\=お姉さんタイプの素質が>我早就注意到你具备姐姐型的潜质，</r>\r\n
adv_cidol-hrnm-3-007_02.txt,184,2,1,星南,こんなふうに、自然な形で\n引き出すことはできなかったわね。,但没想到能用这么自然的方式展现出来呢。,但是呢，没想到能用这么\n自然的方式展现出来呢。,<r\=こんなふうに、自然な形で>但没想到能用这么自然的方式展现出来呢。</r>\r\n
adv_cidol-hrnm-3-007_02.txt,191,2,1,星南,プロデューサーを目指す身として、\n不明を恥じるわ。,作为立志成为制作人的我，实在感到惭愧。,作为立志成为制作人的我，\n实在感到惭愧。,<r\=プロデューサーを目指す身として、>作为立志成为制作人的我，实在感到惭愧。</r>\r\n
adv_cidol-hrnm-3-007_02.txt,204,2,1,莉波,{user}くんが、\n私の弟になるんです。,因为{user}君要当我的弟弟嘛。,因为{user}君\n要当我的弟弟嘛。,<r\={user}くんが、>因为{user}君要当我的弟弟嘛。</r>\r\n
adv_cidol-hrnm-3-007_02.txt,219,2,1,莉波,私がお姉さんになって、\n素の魅力を引き出す訓練で――,通过让我扮演姐姐的角色，来激发最自然的魅力——,通过让我扮演姐姐的角色，\n来激发最自然的魅力——,<r\=私がお姉さんになって、>通过让我扮演姐姐的角色，来激发最自然的魅力——</r>\r\n
adv_cidol-hrnm-3-007_02.txt,230,2,1,星南,ど、独特のプロデュースを\nしているようね……,还、还真是独特的培育方式啊……,还、还真是独特的\n培育方式啊……,<r\=ど、独特のプロデュースを>还、还真是独特的培育方式啊……</r>\r\n
adv_cidol-hrnm-3-007_02.txt,236,2,1,星南,あとでくわしく聞かせて\nもらうことにするわ。,待会儿你要详细给我解释清楚。,待会儿你要详细地\n给我解释清楚。,<r\=あとでくわしく聞かせて>待会儿你要详细给我解释清楚。</r>\r\n
adv_cidol-hrnm-3-007_02.txt,256,2,1,星南,少し厳しいレッスンになると思うけど、\n覚悟してね。,接下来的训练可能会很严格，要做好心理准备。,接下来的训练可能会很严格，\n要做好心理准备。,<r\=少し厳しいレッスンになると思うけど、>接下来的训练可能会很严格，要做好心理准备。</r>\r\n
adv_cidol-hrnm-3-007_02.txt,275,2,1,星南,違うわ。つま先はこう、\n指は美しく伸ばして――,不对。脚尖要这样，手指要优雅地伸展——,不对。脚尖要这样，\n手指要优雅地伸展——,<r\=違うわ。つま先はこう、>不对。脚尖要这样，手指要优雅地伸展——</r>\r\n
adv_cidol-hrnm-3-007_02.txt,288,2,1,星南,もっとよ。こう、翼のように、\n飛び立つハチドリのように――,还不够。要像这样，如展翅的蜂鸟般轻盈——,还不够。要像这样，\n如展翅的蜂鸟般轻盈——,<r\=もっとよ。こう、翼のように、>还不够。要像这样，如展翅的蜂鸟般轻盈——</r>\r\n
adv_cidol-hrnm-3-007_02.txt,295,2,1,莉波,……～～～っ！\nわ、わかりましたぁ……！,……～～～！明、明白了……！,……～～～！\n明、明白了……！,<r\=……～～～っ！>……～～～！明、明白了……！</r>\r\n
adv_cidol-hrnm-3-007_02.txt,302,2,1,星南,莉波、次のステップに移るときは、\nメリハリを意識して！,莉波，切换动作时要注意节奏感！,莉波，在移动到下一个舞步时，\n要注意张弛有度的意识！,<r\=莉波、次のステップに移るときは、>莉波，切换动作时要注意节奏感！</r>\r\n
adv_cidol-hrnm-3-007_02.txt,310,2,1,星南,違うわ。まだ頭で考えてる！\n動作を身体に叩き込んで！,不对！还在用脑子想！要让身体记住动作！,不对！还在用脑子想！\n要让身体记住动作！,<r\=違うわ。まだ頭で考えてる！>不对！还在用脑子想！要让身体记住动作！</r>\r\n
adv_cidol-hrnm-3-007_02.txt,325,2,1,莉波,（こ、こんなに厳しい\n　星南会長、初めて……）,（第一次见到这么严厉的星南会长……）,（这、这么严厉的星南会长\n第一次见到……）,<r\=（こ、こんなに厳しい>（第一次见到这么严厉的星南会长……）</r>\r\n
adv_cidol-hrnm-3-007_02.txt,328,2,1,莉波,（でも、なんだか嬉しいな。\n　会長に厳しくされるの……）,（但不知为什么有点开心，被会长严格要求的感觉……）,（但不知为什么有点开心。\n被会长严格要求的感觉……）,<r\=（でも、なんだか嬉しいな。>（但不知为什么有点开心，被会长严格要求的感觉……）</r>\r\n
adv_cidol-hrnm-3-007_02.txt,332,2,1,莉波,（昔の私だったら、きっと、\n　優しくされてたから……）,（换作以前的我，会长一定会温柔对待吧……）,（换作以前的我，会长她，\n一定会温柔对待吧……）,<r\=（昔の私だったら、きっと、>（换作以前的我，会长一定会温柔对待吧……）</r>\r\n
adv_cidol-hrnm-3-007_02.txt,342,2,1,星南,……ふぅ。伝えるべきことは、\n全部伝えたわ。,……呼。,……呼。该传达的事情，\n已经全部传达完毕了。,<r\=……ふぅ。>……呼。</r>伝えるべきことは、\n全部伝えたわ。
adv_cidol-hrnm-3-007_02.txt,355,2,1,莉波,はい、会長。\nありがとうございました！,是，会长！非常感谢！,是，会长！\n非常感谢你！,<r\=はい、会長。>是，会长！非常感谢！</r>\r\n
adv_cidol-hrnm-3-007_02.txt,363,2,1,{user},厳しい指導でしたが、\nなにか掴めましたか？,虽然指导很严格，但有什么收获吗？,虽然指导很严格，\n但是有什么收获吗？,<r\=厳しい指導でしたが、>虽然指导很严格，但有什么收获吗？</r>\r\n
